3,3,3,3,3,3,3,3,3,3
4,4,4,4,4,4,4,4,4,4
5,5,5,5,5,5,5,5,5,5
6,6,6,6,6,6,6,6,6,6
7,7,7,7,7,7,7,7,7,7
10,8,8,12,8,8,8,8,8,8
9,9,9,9,9,9,9,9,9,9
10,12,10,10,11,10,10,10,10,10
11,11,11,11,11,11,13,11,11,11
12,12,12,12,12,19,15,12,16,19
17,19,13,13,13,13,14,13,13,13
14,14,14,14,14,14,14,14,14,14
15,15,15,15,15,15,15,15,15,15
16,16,16,16,16,16,16,16,16,16
